County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Bronx,Lincoln Hospital Fri Greenmarket,234 E 149th St btwn Park and Morris Aves Bronx,East 149th St and Morris Ave,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.8174,-73.92276,"(40.8174, -73.92276)"
Richmond,Staten Island Mall Greenmarket,77 Marsh Ave. and Ring Rd. Commuter Lot,2655 Richmond Ave,Staten Island,NY,10314,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Saturday  8am-3pm,May 1-December 18,P/M,Y,Y,N,Y,40.58199,-74.16607,"(40.58199, -74.16607)"
Schenectady,Veggie Mobile-Summit Towers,720 Albany St. Schenectady,720 Albany street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,Y,Y,42.80923,-73.93822,"(42.80923, -73.93822)"
Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043,,"Mon-Fri  10am-6pm, Sat-Sun  10am-5pm",April 1-December 24,P/M/X,Y,N,N,Y,42.32583,-77.29073,"(42.32583, -77.29073)"
Cattaraugus,Miller's Farm Market,1685 Olean Portville Rd. Olean,1685 Olean Portville Rd.,Olean,NY,14760,Keith Miller,7163073843,,"Mon-Sat  9am-6pm, Sun  9am-5pm",April 1-December 24,P/M/X,Y,Y,N,Y,42.071439,-78.39814,"(42.071439, -78.39814)"
Washington,Slateville Farm Stand,"304 County Route 28, Granville NY",304 County Route 28,Granville,NY,12832,Heather Magee,5186423699,http://www.slateville.com,Thursday  1pm-5pm,May 6-November 18,M,Y,N,N,Y,43.34386,-73.29593,"(43.34386, -73.29593)"
Monroe,Curbside Market-Danforth Towers,140 West Ave Rochester,140 West Avenue,Rochester,NY,14611,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Thu  1:30pm-2:30pm, closed July 1",June 3-November 25,M,Y,Y,N,Y,43.15038,-77.64166,"(43.15038, -77.64166)"
Albany,Veggie Mobile-Howe Library,Schuyler & Broad St. Albany,Schuyler St and Broad Street,Albany,NY,12202,Audrey Bridge,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.64112,-73.75802,"(42.64112, -73.75802)"
Monroe,Brightly's Farm Market,525 Drake Rd.  Hamlin,525 Drake Rd.,Hamlin,NY,14464,Betsy Brightly,5856364337,http://www.brightlyfarms.com,"Daily  9am-5pm, Friday  9am-8pm, Sat  9am-6pm",Year-round,YR,Y,N,N,Y,43.29471,-77.94344,"(43.29471, -77.94344)"
Erie,Clinton Bailey Mon Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Monday 7am-5pm,May 1-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Niagara,North Tonawanda City Tue Farmers' Market,Robinson Rd. & Payne Ave.,310 Robinson Road,North Tonawanda,NY,14120,Donna Braun,7166958555,,Tuesday  7am-1pm,Year-round,YR,Y,Y,N,Y,43.03377,-78.87021,"(43.03377, -78.87021)"
Clinton,Champlain Farmers' Market,Paquette Park Gazebo Main Street (rte 9),Main Street,Champlain,NY,12919,Janet McFetridge,5182984152,http://www.vchamplain.com,Saturday  9am-12pm,July 3-September 25,M,Y,N,N,Y,44.98721,-73.44961,"(44.98721, -73.44961)"
Monroe,Partyka Farms Farm Stand,1420 County Line Rd. Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,Daily  9am-7pm,Year-round,YR,Y,Y,N,Y,43.29811,-77.99548,"(43.29811, -77.99548)"
Niagara,Niagara Falls City Friday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Victor Muto,7167540798,,Friday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Kings,TFFJ Fresh Farm Market-Brooklyn,85 Watkins St Brooklyn,85 Watkins St,Brooklyn,NY,11212,Katherine Soll,9292411029,http://www.teensforjustice.org,Tuesday 2:30pm-5pm,Year-Round,YR,N,Y,N,Y,40.67083,-73.90815,"(40.67083, -73.90815)"
Monroe,Curbside Market-Liberty Apartments,5251 Parkside Drive Canandaigua,5251 Parkside Drive,Canandaigua,NY,14424,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 1:15pm-3pm,June 2-November 24,M,Y,Y,N,Y,42.91153,-77.29313,"(42.91153, -77.29313)"
Bronx,Mott Haven Farm Stand,545 East 142nd St. Bronx,545 East 142nd Street,Bronx,NY,10454,Rachel Gill,7185083156,http://www.bronxworks.org,Wednesday  9am-3pm,July 7-November 17,M,Y,N,N,Y,40.80979,-73.91585,"(40.80979, -73.91585)"
Cattaraugus,Salamanca Farmers Market,768 Broad St Salamanca,768 Broad St,Salamanca,NY,14779,Rachael Ferguson,7168608419,,Tuesday 11am-5pm,May 25-October 26,P/M,Y,N,N,Y,42.1593,-78.74484,"(42.1593, -78.74484)"
Franklin,Saranac Lake Village Farmers' Market,"Riverside Park , Corner of Main St. & Route 3",Corner of Main St. & Route 3,Saranac Lake,NY,12983,Dan Rivera,5185634777,http://www.ausablevalleygrangefarmersmarkets.com,Saturday  9am-1pm,May 29-October 9,M,Y,Y,Y,Y,44.32503,-74.13178,"(44.32503, -74.13178)"
Erie,Springville Farmers' Market,Gentner Auction 341 W. Main St. (Rt. 39),341 West Main St,Springville,NY,14141,Donna Goldhawk,7165600198,,"Wednesday  7am-3pm, winter hours change",Year-round,YR,N,N,N,Y,42.50906,-78.67989,"(42.50906, -78.67989)"
Franklin,Akwesasne Farmers' Market,30 Margaret Terrance Memorial Way,30 Margaret Terrance Memorial Way,Akwesasne,NY,13655,Jessica Ayotte,5183583141,,Wed/Sat  11am-2pm,June 30-October 16,M,Y,N,N,Y,44.9867,-74.6755,"(44.9867, -74.6755)"
Monroe,The Mall at Greece Ridge Sat Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Melanie Fazio,5852251140,http://www.themallatgreeceridge.com,Saturday  8am-2pm,June 5-October 30,M,Y,N,N,Y,43.20677,-77.69406,"(43.20677, -77.69406)"
Ontario,Curbside Market-Lycelm Heights,150 Lyceum Street Geneva,150 Lyceum Street,Geneva,NY,14456,Camille Verbofsky,5854135077,http://www.foodlinkny.org,"Fri 1:15am-2:15pm, closed June 18 & July 2",June 4-November 26,M,Y,Y,N,Y,42.86819,-76.99829,"(42.86819, -76.99829)"
Albany,Veggie Mobile-Cohoes Senior Ctr,100 Cayuga Plaza Cohoes,100 Cayuga Plaza,Cohoes,NY,12047,Audrey Bridge,5182748685,http://www.capitalroots.org,Wednesday 3pm-4pm,Year-round,YR,Y,Y,Y,Y,42.77712,-73.70101,"(42.77712, -73.70101)"
Suffolk,Dobler's Farm Stand,1989 Deer Park Avenue,1989 Deer Park Avenue,Deer Park,NY,11729,Erika Dobler,5769651568,,Daily 9am-5pm,June 1-December 24,M/X,Y,N,N,Y,40.76618,-73.33076,"(40.76618, -73.33076)"
New York,Bro/Sis Green Youth Market,"Johnny Hartman Plaza (North Corner), Across from 140 Hamilton Place",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Wendy Flores,2122837044,http://brotherhood-sistersol.org/programs/environmental-program,Wed  10:30am-6pm,May 12-November 24,P/M,Y,Y,N,Y,40.82396,-73.94855,"(40.82396, -73.94855)"
Queens,Ridgewood GrowNYC Farm Stand,Cypress Ave. btwn Myrtle & Putnam Aves.,Myrtle Ave and Cypress Ave,Ridgewood,NY,11385,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Saturday  8:30am-3pm,July 10-November 20,M,Y,Y,N,Y,40.70011,-73.90619,"(40.70011, -73.90619)"
Orleans,Canal Village Farmers' Market,127 W Center St. Medina,127 W Center St.,Medina,NY,14103,Gail Miller,5857983904,,Sat  9am-2pm,Year-round,YR,Y,Y,Y,Y,43.220217,-78.38851,"(43.220217, -78.38851)"
Dutchess,Amenia WINTER Farmers' Market,Amenia Town Hall 4988 Route 22,4988 New York 22,Amenia,NY,12501,Sophie Purdy Meili,4133297389,http://www.ameniafarmersmarket.com,"Saturday  10am-2pm, 1st & 3rd Saturday  Jan-Apr",November-April,M/X/W/P,N,Y,N,Y,41.851397,-73.554943,"(41.851397, -73.554943)"
Montgomery,Canajoharie Farmers' Market,24 Church Street Wagner Square parking lot,24 Church Street,Canajoharie,NY,13317,Janet L. Stanley,5186730292,,Sunday  11am-2pm,May 9-October 31,M,Y,N,N,Y,42.90515,-74.57222,"(42.90515, -74.57222)"
Oswego,Fulton Farmers' Market,"Canalview Mall Parking Lot , Off Route 41 Fulton",Canalview Mall,Fulton,NY,13069,Sara Broadwell,3155915491,,Saturday  8am-12pm,June 5-October 9,M,Y,Y,N,Y,43.3111,-76.40499,"(43.3111, -76.40499)"
St. Lawrence,Veggies R Us,"452 County Route 46 Lot 2, Massena",452 County Route 46,Massena,NY,13662,Shirley Peck,3157695322,,"Tue-Sun  8am-8pm, Mon  11am-2pm",June 30-October 30,M,Y,N,N,Y,44.94473,-74.79344,"(44.94473, -74.79344)"
New York,175th Street Greenmarket,651 W 175th St. btwn Wadsworth & Broadway,651 West 175th St and Broadway,New York,NY,10038,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-4pm,June 24-November 18,M,Y,Y,N,Y,40.84622,-73.93847,"(40.84622, -73.93847)"
Wayne,Henderberg Farms Farm Stand,3820 Hwy 414 Rose,3820 Hwy 414,Rose,NY,14542,Charles Henderberg,3155879062,,"Mon-Sat  10am-6pm, Sunday  10am-2pm",April 20-November 25,P/M,Y,N,N,Y,43.14429,-76.87492,"(43.14429, -76.87492)"
Saratoga,Spa City Farmers' Market,"65 South Broadway Saratoga Spa St Pk, Lincoln Bath House Building",65 South Broadway,Saratoga Springs,NY,12866,Colleen Zorbas,5183390958,http://www.spacityfarmersmarket.com,Sundays  10am-2pm,Year-round,YR,N,N,N,Y,43.06474,-73.78876,"(43.06474, -73.78876)"
Allegany,Riverside Farms Farm Market,3314 Riverside Drive  Scio,3314 Riverside Drive,Scio,NY,14895,Stephen Demarte,7165605594,,"Mon-Sat  10am-6pm, Sun  12pm-5pm",April 30-November 15,P/M,Y,N,N,Y,42.14093,-77.97553,"(42.14093, -77.97553)"
Monroe,Westside Farmers' Market,"St. Monica's Church parking lot, 831 Genesee St. Rochester",831 Genesee St,Rochester,NY,14611,Jackie Farrell,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7pm,June 8-October 12,M,Y,Y,Y,Y,43.134058,-77.636523,"(43.134058, -77.636523)"
Westchester,Mamaroneck WINTER Farmers' Market,"1 Harbor Island Park Mamaronec, Inside Pavillion",168 W. Boston Post Rd.,Mamaroneck,NY,10543,Mahalia Dees,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-1pm,January 9-April 17,W/P,N,Y,N,Y,40.948085,-73.734649,"(40.948085, -73.734649)"
Tioga,Seven Counties Farmers' Market-Tues,Rite Aid parking lot 153 Main St. Owego,Main St and Central Ave,Owego,NY,13827,John Purdy,6076428439,,Tuesday  9am-1pm,June 15-October 26,M,Y,N,N,Y,42.10324,-76.26314,"(42.10324, -76.26314)"
Erie,Clinton Bailey Tues Farmers' Market,1443-1517 Clinton St. Buffalo,Bailey Ave and Clinton St,Buffalo,NY,14206,Sharon Baldi,7162080003,http://www.clintonbaileymarket.com,Tuesday 4am-5pm,May 1-October 31,P/M,Y,Y,N,Y,42.87206,-78.81997,"(42.87206, -78.81997)"
Sullivan,Kauneonga Lake Farmers' Market,Village Square 3594 Rt 55 Kauneonga Lake,3597 State Route 55,Kauneonga Lake,NY,12749,Chris Cunningham,8455834350,http://www.kauneongalakefarmersmarket.org,Saturday  10am-1pm,June 26-September 4,M,Y,N,N,Y,41.68587,-74.83132,"(41.68587, -74.83132)"
Albany,Veggie Mobile Sprout-Robert Whalen,305 Colonie Street Albany,305 Colonie Street,Albany,NY,12210,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 11:15am-12pm,Year-round,YR,Y,Y,Y,Y,42.66338,-73.75595,"(42.66338, -73.75595)"
Cayuga,Badman's Bushel Basket,14698 Route 90  Cortland,14698 Route 90,Cortland,NY,13045,Scott Badman,6077495233,,"Tue-Sat  9am-6:30pm, Sun  9am-5pm",May 5-October 30,P/M,Y,N,N,Y,42.63978,-76.27522,"(42.63978, -76.27522)"
Erie,MAP Mobile Market-Neighborhood Health Center Mattina,300 Niagara Street Buffalo,300 Niagara Street,Buffalo,NY,14201,Danielle Rovillo,7168825327,,Wednesday 10am-12pm,June 2-December 31,M/X,Y,Y,N,Y,42.89206,-78.88399,"(42.89206, -78.88399)"
New York,Mount Sinai Hospital Greenmarket,1425 Madison Ave. at E 99th St.,East 99th St and Madison Ave,New York,NY,10029,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday  8am-5pm,June 16-November 24,M,Y,Y,N,Y,40.78918,-73.95276,"(40.78918, -73.95276)"
Monroe,Curbside Market-Pinnacle Place Apartments,919 South Clinton Ave. Rochester,919 South Clinton Ave,Rochester,NY,14620,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed  10:45am-12pm,June 2-November 24,M,Y,Y,N,Y,43.14006,-77.59637,"(43.14006, -77.59637)"
Ontario,Victor Farmers' Market,Village Hall Parking Lot 60 East Main St.,60 East Main St,Victor,NY,14564,Roseanne Turner-Adams,5859243311,http://www.victorny.org,Wednesday  3pm-6pm,June 2-October 27,M,Y,N,N,Y,42.98236,-77.4088,"(42.98236, -77.4088)"
St. Lawrence,Gouverneur Farmers' Market,East Main Street Park,East Main Street and Village Park,Gouverneur,NY,13642,Linda E. Brown,3152870384,http://www.gouverneurchamber.net,Thursday  9am-2pm,June 3-October 28,M,Y,Y,N,Y,44.33871,-75.45766,"(44.33871, -75.45766)"
Suffolk,Thera Farms Farm Stand,1725 Brentwood Road Brentwood,1725 Brentwood Road,Brentwood,NY,11717,Teddy Bolkas,6314785229,,Daily  9am-5pm,May 15-October 31,P/M,Y,N,N,Y,40.77235,-73.24614,"(40.77235, -73.24614)"
Tioga,Seven Counties Farmers' Market-Fri,153 Main Street Owego,153 Main Street,Owego,NY,13827,John Purdy,6076428439,,Friday  9am-1pm,June 18-October 29,M,Y,N,N,Y,42.10315,-76.26336,"(42.10315, -76.26336)"
Erie,5 Loaves Farm Stand-Delavan Ave,70 West Delavan Ave Buffalo,70 West Delevan Ave,Buffalo,NY,14213,Matt Kauffman,7168039241,,Friday  4pm-7pm,July 2-September 30,M,Y,N,N,Y,42.9223,-78.8969,"(42.9223, -78.8969)"
Queens,NYC Health+Hospitals Farmers' Market-Queens 2,WIC Clinic 114-02 Guy R Brewer Blvd. Jamaica,114-02 Guy R Brewer Blvd,Queens,NY,11434,Sherly Thomas,7188832134,http://www.nychealthandhospitals.org/queens,Tuesday  8am-4pm,July 21-November 23,M,Y,N,N,Y,40.68851,-73.78588,"(40.68851, -73.78588)"
Bronx,Harvest Home Mt. Eden Farmers' Market,"Claremont Park, Mt. Eden PKWY  & Morris Ave",Mt Eden Pkwy and Morris Ave,Bronx,NY,10457,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tue/Thu  8am-4pm,June 22-November 23,M,Y,Y,N,Y,40.84305,-73.90947,"(40.84305, -73.90947)"
Kings,Harvest Home Kings Co. Hospital Farmers' Market,Clarkson Ave btwn E 37th & E 39th Sts.,511 Clarkson Ave,Brooklyn,NY,11203,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-5pm,June 16-November 24,M,Y,Y,N,Y,40.65588,-73.94245,"(40.65588, -73.94245)"
Orleans,Lori's Market Basket Farm Stand,51 State St.  Holley,51 State Street,Holley,NY,14470,Lori Passarell,5856387113,,Daily  9am-6pm,May 1-November 30,P/M,Y,N,N,Y,43.22135,-78.02329,"(43.22135, -78.02329)"
Kings,Bartel-Pritchard Square Wed Greenmarket,205 Prospect Park at West 15th St. inside park,Prospect Park West and 14th Street,Brooklyn,NY,11215,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Wednesday 8am-3pm,Year-round,YR,Y,Y,N,Y,40.6616,-73.97939,"(40.6616, -73.97939)"
Ulster,Kingston WINTER Farmers' Market,"County Courthouse lot  285 Wall St, Jan/Feb only:  Senate Garage 4 N. Front St.",272 Wall Street,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December 4-April 23,X/W/P,N,Y,Y,Y,41.93286,-74.01884,"(41.93286, -74.01884)"
Orange,Middletown Farmers' Market,Erie Way Park 1-31 Union St. Middletown,1-31 Union St.,Middletown,NY,10940,Stephania Sande,8453438075,http://www.middletownbid.org,Saturday  8am-1pm,June 5-October 23,M,Y,N,N,Y,41.44814,-74.41459,"(41.44814, -74.41459)"
Clinton,Northern Orchard Farm Stand,470 Union Road Peru,470 Union Road,Peru,NY,12972,Jenna Mulbury,5186439718,http://www.northernorchard.com,"Daily  10am-5pm, Closed Tuesday",May 10-December 23,P/M/X,Y,Y,N,Y,44.5569,-73.53324,"(44.5569, -73.53324)"
New York,82nd Street Saint Stephen's Greenmarket,408 E 82nd St.  btwn 1st & York Aves.,408 East 82nd Street,New York,NY,10128,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506,"(40.77394, -73.9506)"
Schenectady,Veggie Mobile-Schenectady DSS,797 Broadway Schenectady,797 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon  3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.80375,-73.95193,"(42.80375, -73.95193)"
Saratoga,Gifford Farms Shelly Park Farm Stand,Shelly Park Coconut Dr at Putman Rd Gansevoort,Coconut Dr at Putman Rd,Gansevoort,NY,12831,Tessie Winslow,5187965762,,Monday 1pm-4pm,July 5-September 27,M,Y,N,N,Y,43.17249,-73.64908,"(43.17249, -73.64908)"
Chemung,Grove Park Farm Stand,4th St. & Walnut Ave. Elmira,Walnut Ave and West 4th St,Elmira,NY,14901,Matthew Glenn,6075464535,,Monday  3pm-6pm,June 1-October 26,M,N,N,N,Y,42.09212,-76.82014,"(42.09212, -76.82014)"
Putnam,Cold Spring WINTER Farmers' Market,"St. Mary's Episcopal Church Parish Hall, 1 Chestnut Street Cold Spring",1 Chestnut St,Cold Spring,NY,10516,Colin Wright,9179570695,http://www.csfarmmarket.org,Saturday  9:30am-1:30pm,November 2-April 26,M/X/W/P,N,Y,N,Y,41.419897,-73.954688,"(41.419897, -73.954688)"
Genesee,Curbside Market-400 Towers,400 E Main St St. Batavia,400 East Main St.,Batavia,NY,14020,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Mon 2pm-3pm,May 31-November 22,M,Y,Y,N,Y,42.99659,-78.17634,"(42.99659, -78.17634)"
Yates,Yates County Co-op Farm & Craft Market,"""Penn Yan Farmers Market"", Jacob Street Penn Yan",Jacob Street,Penn Yan,NY,14527,Rivka Davis,6072435234,,Saturday  8:00am-12:30pm,May 29-October 16,P/M,Y,N,N,Y,42.66095,-77.05365,"(42.66095, -77.05365)"
Richmond,Saint George Greenmarket,35 Hyatt St. at St. Mark's Place Staten Island,St Marks Pl and Hyatt St,Staten Island,NY,10301,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/staten-island/saint-george,Saturday  9am-1pm,Year-round,YR,Y,Y,N,Y,40.64159,-74.07791,"(40.64159, -74.07791)"
Suffolk,Andrews Family Farm Farm Stand,1038 Sound Ave Calverton,1038 Sound Ave,Calverton,NY,11933,Robert Andrews,6319295963,,Daily  9am-5pm,April 1-December 30,P/M,Y,N,N,Y,40.94993,-72.80243,"(40.94993, -72.80243)"
Queens,Jamaica Hospital Farm Stand,134-20 Jamaica Ave. Jamaica,134-20 Jamaica Ave.,Jamaica,NY,11418,Javier or Estella Perez,9569037539,,Wednesday 9am-4pm,June 9-November 25,M,Y,N,N,Y,40.7024,-73.81767,"(40.7024, -73.81767)"
Herkimer,MAWS Farm Stand,7342 Main Street Newport,7342 Main Street,Newport,NY,13416,Michael Skwara,3159850088,http://www.mawsfarm.com,Daily  9am-6pm,Year-round,YR,Y,Y,N,Y,43.18096,-75.01054,"(43.18096, -75.01054)"
Clinton,Shield's Vegetables Farm Stand,6303 State Route 22  Plattsburgh,6303 State Route 22,Plattsburgh,NY,12901,Sam Dyer,5185610473,,Daily  10am-6pm,July 15-October 31,M,Y,Y,N,Y,44.73789,-73.47064,"(44.73789, -73.47064)"
New York,Bowling Green Thursday Greenmarket,1 Bowling Green,1 Bowling Green,New York,NY,10004,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.70445,-74.01423,"(40.70445, -74.01423)"
Suffolk,HOG Farm Stand-Brookhaven,319 Beaverdam Rd. Brookhaven,319 Beaverdam Rd,Brookhaven,NY,11719,Lauren Napoli,6317902561,,"M/W/F  3pm-6:30pm, Saturday  9am-1pm",May 20-December 20,P/M/X,Y,Y,N,Y,40.77329,-72.90525,"(40.77329, -72.90525)"
Rensselaer,Veggie Mobile Sprout-Monument Square Apts,2  1st Street #1 Troy,1st Street #1,Troy,NY,12180,Audrey Bridge,5182748685,http://www.captialroots.org,Tue 12:15pm-12:45pm,Year-round,YR,Y,Y,Y,Y,42.73123,-73.69261,"(42.73123, -73.69261)"
Monroe,Curbside Market-Seneca Towers,200 Seth Green Dr Rochester,200 Seth Green St,Rochester,NY,14621,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Tue 1:30pm-3pm,June 1-November 23,M,Y,Y,N,Y,43.1904,-77.61943,"(43.1904, -77.61943)"
Bronx,Harvest Home Co-op City Farm Stand,Asch Loop & Aldrich St.,199 Aldrich St.,Bronx,NY,10475,Maritza Owens,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 16-November 24,M,Y,Y,N,Y,40.87025,-73.83097,"(40.87025, -73.83097)"
Monroe,Curbside Market-Heritage Gardens,950 Commons Way Rochester 14623,950 Commons Way,Rochester,NY,14623,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Mon 4pm-5pm,May 31-November 22,M,Y,Y,N,Y,43.08327,-77.60406,"(43.08327, -77.60406)"
Allegany,Alfred Farmers' Market,3 South Main St.,3 South Main Street,Alfred,NY,14802,Amanda Khodarkavskaya,6075878834,http://www.alfredfarmersmarket.com,Sunday  11am-3pm,June 13-October 31,M,N,Y,Y,Y,42.25359,-77.79036,"(42.25359, -77.79036)"
Kings,Project EATS Essex Crossing Farm Stand,125 Delancey St New York,125 Delancey St,New York,NY,10002,Shevan Durant,2126121528,,Sat  10am-4pm,June 5-November 20,M,Y,Y,N,Y,40.71818,-73.98757,"(40.71818, -73.98757)"
Erie,East Aurora Saturday Farmers' Market,Aurora Village (TOPS) Plaza 123 Grey St.,123 Grey St,East Aurora,NY,14052,Gail Fenton,5853439491,http://www.eastaurorafarmersmarket.com,Saturday  7am-1pm,May 1-November 20,P/M,Y,N,N,Y,42.76593,-78.63413,"(42.76593, -78.63413)"
Westchester,Hartsdale Farmers' Market,"E. Hartsdale and Fenimore Rd, next to Train Station",East Hartsdale Ave and Fenimore Rd,Hartsdale,NY,10530,Nancy Chiocchi,9149499403,,Saturday  8am-4pm,June 5-November 20,M,Y,N,N,Y,41.01072,-73.79656,"(41.01072, -73.79656)"
Nassau,Port Washington Organic Farmers' Market,Port Washington Town Dock 347 Main St.,347 Main St.,Port Washington,NY,11050,Patti Wood,5168830887,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 5-November 20,M,Y,N,N,Y,40.83153,-73.7019,"(40.83153, -73.7019)"
New York,Rockefeller Center Thu Greenmarket,Rockefeller Plaza at 50th St.,Rockefeller Plaza and West 50th St,New York,NY,10112,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,July 22-August 26,M,Y,Y,N,Y,40.75914,-73.97873,"(40.75914, -73.97873)"
Franklin,JCEO MM-Alice Hyde Medical Center,135 Park St. at 6th St Malone,135 Park St.,Malone,NY,12953,Richard LaVigne,5183194028,http://www.jceo.org,Wed  11:15am-12:30pm,June 2-September 29,M,Y,Y,N,Y,44.85654,-74.29187,"(44.85654, -74.29187)"
Bronx,Project EATS St. Barnabas,4522 Third Ave. Bronx,4522 Third Ave.,Bronx,NY,10457,Shevan Durant,2126121528,http://www.projecteats.org,Thursday  12pm-4pm,June 3-November 18,M,Y,Y,N,Y,40.85495,-73.89033,"(40.85495, -73.89033)"
Cortland,Cincinnatus Farmers' Market,"Cortland-Chenango Rural Services, 2704 Lower Cincinnatus Rd.",2704 Lower Cincinnatus Rd,Cincinnatus,NY,13040,Paul Halstead,6078368972,,Saturday  9am-12pm,May 30-October 31,M,Y,N,N,Y,42.53812,-75.89662,"(42.53812, -75.89662)"
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Saturday  8am-12pm,May 1-October 30,P/M,Y,Y,Y,Y,43.3099,-73.64699,"(43.3099, -73.64699)"
New York,Union Square Saturday Greenmarket,"31 Union Square W , NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket,Saturday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.7371,-73.99032,"(40.7371, -73.99032)"
Erie,MAP Mobile Market-Elim Fellowship,"70 Chalmers Ave. Buffalo, Parking lot, at Holden St.",70 Chalmers Avenue,Buffalo,NY,14214,Danielle Rovillo,7168825327,http://www.mass-ave.org,Wednesday 4pm-6pm,June 2-October 27,M,Y,Y,N,Y,42.93779,-78.83581,"(42.93779, -78.83581)"
Dutchess,Poughkeepsie Waterfront Farmers' Market,75 North Water St.,75 North Water St.,Poughkeepsie,NY,12601,Lara Litchfield-Kimber,8454710589,,Monday  3pm-6:30pm,May 3-October 25,M,Y,Y,N,Y,41.70891,-73.93896,"(41.70891, -73.93896)"
Oneida,Clinton Farmers' Market,Village Green  21 West Park Row,21 West Park Row,Clinton,NY,13323,Jackie Walters,3158531735,http://www.clintonnychamber.org,Thursday  10am-4pm,June 3-October 7,M,Y,Y,Y,Y,43.04932,-75.37881,"(43.04932, -75.37881)"
Albany,Veggie Mobile-Thurlow Terrace,2 Thurlow Terrace Albany,2 Thurlow Terrace,Albany,NY,12203,Audrey Bridge,5182748685,http://www.capitalroots.org,Wed 12pm-1pm,Year-round,YR,Y,Y,Y,Y,42.65998,-73.77276,"(42.65998, -73.77276)"
Albany,New Covenant Farmers' Market,"New Covenant Presbyterian Church, 916 Western Ave. Albany",916 Western Ave,Albany,NY,12203,Katy Stenta,5184828063,,Tuesday  3pm-6pm,June 1-October 12,M,Y,N,N,Y,42.67228,-73.81026,"(42.67228, -73.81026)"
Cayuga,Moravia Farmers' Market,Kinney Drug Store pkg lot 130 Main St.,130 Main St,Moravia,NY,13118,Jayne Andrews,3157301412,,Thursday  10am-2pm,June 3-October 28,M,Y,N,N,Y,42.71209,-76.42079,"(42.71209, -76.42079)"
